108;1137;38;2.8;1118104192
123;1054;30;4.7;480726187
25;1271;24;4.7;771137060
88;1186;21;1.9;1149161323
184;1046;43;3.8;904621397
244;1221;32;2.7;531137761
247;1221;25;2.6;1090273055
296;1147;32;4.9;1276540882
247;1040;43;2.1;346570354
267;1198;35;4.9;1706155071
31;1113;24;4.8;906040659
116;1297;15;3.8;974410446
259;1107;2;4.5;52822219
229;1029;18;4.8;1656499896
66;1061;24;1.7;1170296338
126;1245;22;2.0;406009913
145;1220;24;4.1;1069719749
24;1103;48;1.2;712215570
56;1296;10;2.2;1249912421
87;1109;17;1.7;1008025976
167;1161;23;2.2;386817812
44;1188;28;5.0;1668469435
31;1240;48;3.9;1663901707
223;1170;31;3.5;262298971
77;1217;33;2.2;1058612784
175;1280;25;4.1;1384769691
275;1115;3;2.8;919269852
270;1200;15;3.1;507877206
47;1023;41;2.4;1277277070
176;1196;31;4.5;1696656567
273;1245;49;3.3;736261070
282;1261;27;2.7;615170860
194;1266;35;1.1;1644855886
272;1052;9;4.0;769274568
280;1001;25;4.0;1503333332
93;1188;37;3.7;671908469
156;1058;38;3.9;615531059
88;1202;13;4.7;355303432
173;1052;26;4.8;1646173641
252;1053;12;3.3;1129771408
251;1281;38;2.3;71142722
294;1100;24;2.2;1047157590
288;1042;43;4.6;954790151
235;1104;15;3.6;80704570
127;1195;47;1.1;1245513716
147;1171;24;3.8;925229091
21;1187;32;2.9;1511496866
156;1090;21;4.6;1504690671
246;1057;27;4.4;591293755
276;1046;34;4.4;1610180563
97;1124;49;1.8;745998745
102;1065;18;1.7;352327089
249;1040;47;1.9;1573451689
221;1100;27;1.5;213869994
56;1178;43;1.9;13717885
152;1148;47;1.1;1164929408
194;1032;27;4.3;1437179566
106;1195;34;4.3;462701505
217;1114;7;2.8;1158391870
188;1252;4;3.7;1273996401
194;1080;5;3.9;483100500
53;1108;10;1.0;501291826
275;1051;22;3.3;964722816
227;1029;20;2.0;923494326
14;1008;23;2.0;1164434231
240;1205;33;1.7;128900922
41;1131;37;2.0;1723589183
130;1272;18;4.9;885907096
253;1253;41;3.6;1713675696
283;1017;17;1.4;1413825042
176;1063;4;3.7;271711223
118;1010;50;1.9;705271601
295;1091;28;1.5;1194982440
97;1225;23;2.9;645198730
27;1266;8;3.2;1703868173
255;1144;37;3.1;1597044324
260;1174;31;4.5;1703820373
195;1144;49;2.9;1065613649
5;1117;2;1.4;1017512728
67;1280;33;1.2;1421438632
134;1196;3;1.6;1399171954
189;1240;37;2.6;1174493329
31;1066;45;1.1;170833219
142;1175;40;1.8;518607314
46;1294;30;2.7;1703243256
286;1028;7;3.5;199545495
300;1020;38;1.8;1283262882
163;1074;25;4.0;1402686367
178;1252;25;2.2;1572500535
73;1156;29;2.6;1094959630
150;1098;8;4.4;1332784205
286;1014;48;2.2;1081844506
206;1188;7;4.6;208622486
168;1140;47;2.6;862293548
205;1116;41;3.9;268281984
236;1067;23;2.9;639216603
272;1267;36;2.3;711839188
72;1041;11;3.6;353122688
222;1080;26;1.9;744802007
139;1072;36;2.5;953770057
74;1089;18;2.6;24736698
153;1001;26;3.9;1708522340
99;1113;47;1.6;1224571266
219;1086;41;3.9;259703244
38;1288;4;4.5;521105536
297;1039;23;4.2;24333424
145;1260;47;1.5;1443120149
105;1040;19;4.8;1428217143
225;1075;42;3.6;1613891866
17;1222;10;1.3;883135176
157;1033;1;1.9;182389540
119;1002;25;3.0;671000853
30;1137;48;2.9;1193439164
217;1243;4;2.6;931258338
274;1055;5;1.6;119980546
200;1074;19;2.9;904513504
4;1031;48;3.0;332651982
244;1087;12;1.4;560281762
72;1284;42;2.5;582373640
185;1225;8;4.8;356307293
50;1075;19;4.5;795229571
282;1167;7;2.6;247988889
222;1284;23;4.8;227475802
264;1104;48;3.9;972627833
221;1199;7;1.2;643003794
224;1063;44;2.5;1349272573
108;1151;22;1.3;1464707089
68;1292;4;1.4;289052299
209;1201;42;4.6;996879273
256;1054;14;3.6;930516100
211;1125;37;1.3;328533565
110;1103;21;4.0;388283136
281;1224;31;4.3;1321477755
83;1046;20;3.9;1191404820
108;1192;12;4.6;504094219
148;1255;13;1.1;1324636526
57;1019;33;3.1;1003696597
135;1266;36;3.9;625497619
197;1148;7;1.8;374587859
198;1200;33;3.7;834792726
290;1285;23;3.2;718556095
299;1213;40;4.9;1148234399
197;1290;1;3.6;41730057
175;1255;13;2.6;490366880
88;1112;50;2.8;1250337953
269;1204;9;2.4;1069897216
191;1193;34;2.4;1586755524
247;1109;7;2.8;1343196481
197;1291;45;2.3;1370743910
220;1190;10;4.9;1524899866
203;1263;43;3.7;1732784927
226;1018;48;1.1;1668112204
203;1056;1;3.0;305723833
159;1158;5;1.4;1161677607
47;1299;34;3.1;291457240
202;1257;19;3.6;1115659508
177;1009;33;2.4;1162005953
279;1242;45;3.3;79531852
198;1093;6;1.8;1443149202
54;1291;46;2.7;571106404
50;1128;12;2.9;1160024032
277;1289;10;2.1;682130405
236;1232;24;4.5;956736146
209;1181;48;2.1;440812019
293;1158;28;2.8;742071646
183;1262;22;3.3;1389085461
33;1024;43;4.3;488837731
69;1264;34;1.9;706171057
43;1131;9;3.3;612091517
164;1020;30;3.5;590435238
219;1263;41;3.7;510662083
241;1183;43;2.8;1270073106
152;1168;16;1.7;993655225
43;1187;1;2.6;717090626
139;1069;9;3.7;1627110763
186;1129;9;2.7;136471292
190;1300;47;4.4;1176972266
88;1234;28;4.2;398467710
223;1118;35;3.8;1246454903
219;1166;7;1.6;1486895431
80;1157;18;3.0;552587045
220;1061;38;2.4;709985934
111;1155;7;1.0;1314113484
112;1068;37;3.8;746448767
64;1047;35;2.9;679995353
190;1215;36;2.8;649856773
135;1010;10;4.3;1718116791
212;1143;31;1.6;564216534
192;1016;41;2.6;350167244
46;1209;10;2.0;1080665694
117;1215;26;2.7;1024355486
98;1271;50;1.4;1586404325
280;1297;1;2.6;941793162
262;1245;23;3.9;36067218
137;1165;48;2.2;1102546650
239;1267;34;3.4;441926023
85;1054;18;3.7;234871935
