72;1179;5;1.3;919641865
284;1039;20;2.4;945662443
292;1008;50;4.0;954789991
176;1212;18;4.4;1006296691
7;1023;2;3.7;963082545
120;1122;25;3.7;916471231
169;1145;4;4.0;986335963
180;1066;6;3.5;977351198
146;1246;12;2.4;936445308
17;1259;19;1.7;985649231
295;1092;9;4.2;989443449
185;1266;5;2.2;951347721
260;1084;28;4.8;951581122
298;1243;34;2.8;996601720
147;1025;27;4.9;988804868
75;1125;49;2.4;959825610
59;1053;10;4.2;1007269974
190;1083;27;4.6;969465674
149;1064;1;3.7;987412740
4;1214;29;1.2;985621586
247;1106;33;2.5;996799253
37;1091;30;3.9;959752059
2;1191;24;1.7;966733444
83;1044;37;4.8;1005208626
194;1100;4;4.9;976399939
127;1261;35;3.6;988951709
239;1117;7;1.4;928489684
71;1097;13;2.1;935010829
265;1226;47;2.2;925649654
186;1263;18;3.8;983670494
267;1033;28;3.8;954625262
194;1228;31;3.2;990980957
184;1246;17;4.3;948730048
283;1280;33;3.9;927321261
279;1171;34;3.7;922783658
87;1015;40;3.2;979875394
1;1289;46;4.1;962302315
291;1206;1;2.3;995523617
102;1065;40;3.1;933370285
144;1143;20;2.4;978333820
107;1239;3;2.1;1007836578
296;1107;25;3.5;967063422
289;1292;39;1.0;986053820
166;1266;31;4.8;936404100
277;1115;8;2.1;927007579
213;1286;20;1.7;957466510
229;1178;23;2.6;968182249
18;1005;7;3.4;1005531199
287;1267;28;4.5;990691920
112;1245;48;1.8;922153140
296;1192;36;3.5;941767169
105;1042;49;4.5;992232077
40;1083;2;1.2;935391406
263;1273;39;4.0;952837541
74;1276;35;3.9;959203954
116;1046;50;2.4;1001775166
89;1272;6;4.5;1004759575
8;1245;11;3.9;923549323
64;1213;28;4.0;983596779
36;1201;12;2.5;1003989073
168;1285;7;4.2;979297474
121;1022;22;1.6;921017161
70;1012;32;4.4;1001692982
161;1165;9;3.7;986164888
193;1060;17;3.7;995658783
111;1276;29;1.3;979075999
237;1275;38;3.7;918947393
246;1012;38;4.6;954219904
236;1058;1;4.0;940346191
84;1277;4;4.8;984634072
181;1243;41;2.3;935919969
